"ID_ZALICZENIA","ID_PRZED","NR_ALBUMU","NR_WYKL","ID_SALA","OCENA","ID_TERMIN"
91984,3,2909,87,9,2,4335
91985,8,10808,72,15,2,1175
91986,10,9277,40,11,3,8894
91987,5,9495,16,11,3,874
91988,7,8087,42,5,5,516
91989,2,10905,12,12,5,2868
91990,1,8448,45,14,3,1656
91991,10,6978,56,10,2,7264
91992,9,9408,64,8,3,3052
91993,2,10121,47,1,5,1319
91994,6,10472,22,3,5,7173
91995,6,3644,77,12,4,6696
91996,5,4253,91,5,4,6794
91997,3,5514,27,14,2,888
91998,8,1862,28,11,5,7981
91999,8,10664,91,7,3,877
92000,8,9799,97,15,3,4924
92001,1,8997,65,14,3,7214
92002,9,4873,92,6,3,9956
92003,4,4928,92,1,2,4038
92004,5,10153,59,1,4,8834
92005,9,5601,54,6,3,9056
92006,10,4437,37,7,4,8664
92007,5,3980,44,13,3,9121
92008,4,9742,22,10,5,4853
92009,10,5033,80,9,3,8648
92010,2,6271,29,9,3,6348
92011,9,5112,72,1,4,6767
92012,10,9524,47,14,4,2792
92013,10,7978,64,7,2,3102
92014,10,9615,15,15,5,7363
92015,6,7555,25,13,2,7933
92016,9,10045,69,10,4,3955
92017,1,6899,11,4,5,1183
92018,7,9629,76,4,4,8684
92019,10,1339,41,12,2,3479
92020,8,10889,9,6,4,205
92021,3,3060,10,10,5,7629
92022,3,9909,77,9,3,509
92023,8,9427,67,13,3,3814
92024,7,5613,31,9,2,6126
92025,6,8752,68,7,5,1923
92026,2,6373,54,3,5,7528
92027,8,6109,81,6,2,2974
92028,5,7664,22,2,3,5617
92029,6,5516,15,1,2,7118
92030,3,6218,100,1,4,8034
92031,4,6049,52,1,5,8384
92032,10,2233,95,5,3,6294
92033,1,4702,100,1,4,6659
92034,4,8647,90,1,5,2822
92035,2,1445,45,4,2,8046
92036,9,8947,91,13,5,8127
92037,3,10639,70,10,5,885
92038,6,5934,98,5,5,7369
92039,7,7859,53,9,5,9371
92040,5,10122,68,10,3,1122
92041,5,7850,91,5,2,4955
92042,9,10757,3,15,5,2925
92043,2,10807,96,3,4,1514
92044,5,2396,99,9,4,915
92045,5,8556,35,12,2,2855
92046,7,9635,27,10,4,6835
92047,9,8751,72,3,2,1566
92048,1,4393,34,5,4,1810
92049,7,5266,50,3,2,6241
92050,10,3841,69,6,3,4124
92051,5,7353,66,2,4,4558
92052,4,3044,50,13,2,212
92053,3,1630,74,4,4,2135
92054,1,1754,66,2,3,721
92055,5,10345,77,11,3,3330
92056,10,5504,1,8,2,83
92057,1,9587,75,3,2,6864
92058,7,10300,12,11,2,6283
92059,6,10161,9,7,4,5797
92060,6,4004,35,1,2,3917
92061,2,7269,97,7,5,8151
92062,9,8037,8,2,5,7136
92063,5,2360,29,5,4,8326
92064,6,4872,51,14,3,8258
92065,9,9483,17,13,3,8283
92066,8,4104,81,3,3,3278
92067,4,5300,94,13,2,1439
92068,4,4855,62,12,5,3089
92069,4,10590,77,14,5,3428
92070,8,3926,31,12,3,5942
92071,3,1536,57,3,5,5597
92072,5,3819,89,14,3,6885
92073,6,5400,46,15,3,304
92074,3,10598,79,7,3,999
92075,5,8728,64,2,2,7794
92076,4,7109,22,7,3,2059
92077,1,9093,48,9,2,3293
92078,5,6862,83,2,2,4429
92079,7,8040,86,11,4,9013
92080,10,8387,30,1,3,1648
92081,5,7910,76,1,3,3514
92082,6,10231,71,7,2,8113
92083,7,3490,78,7,3,9423
92084,4,3576,19,12,5,9627
92086,6,8478,68,6,2,5133
92087,4,6069,80,5,3,3717
92088,9,4728,21,12,5,7447
92089,7,10819,88,1,2,3947
92090,9,6126,37,9,5,7418
92091,6,7191,28,8,4,3926
92092,3,6489,7,13,2,2608
92093,8,4327,9,7,3,8795
92094,3,3256,1,1,4,6941
92095,8,1293,13,9,3,5006
92096,5,7300,98,3,3,8526
92097,7,3453,99,10,4,9227
92098,10,8204,41,15,4,2162
92099,6,3102,26,12,5,61
92100,10,6547,92,2,3,5478
92101,7,5197,25,10,3,7108
92102,7,4141,1,10,4,8256
92103,10,8276,73,8,3,2332
92104,4,6642,73,15,5,6468
92105,4,2577,16,11,2,4719
92106,5,10898,27,13,2,6977
92107,7,8219,79,15,3,8904
92108,2,1583,75,6,5,4531
92109,10,10951,27,14,2,5157
92110,7,4464,69,13,2,8969
92111,7,10448,24,8,3,4083
92112,6,9833,96,3,2,3078
92113,2,2909,95,7,2,196
92114,10,8177,41,6,3,6013
92115,10,1588,66,1,2,4447
92116,7,10469,49,14,4,3161
92117,8,3764,70,9,2,4921
92118,5,2129,67,10,4,8160
92119,6,9480,21,3,4,1358
92120,9,1189,12,10,4,4450
92121,5,5662,26,15,4,6949
92122,5,5676,87,9,5,7099
92123,7,2623,91,15,3,6781
92124,10,10912,62,4,2,5381
92125,7,10097,98,4,2,9533
92126,1,6306,87,15,4,817
92127,4,1968,32,12,5,6176
92128,8,6334,88,4,5,7227
92129,3,6851,19,6,5,3975
92130,2,9939,26,13,4,7424
92131,5,9953,2,3,2,5585
92132,8,3401,88,9,4,8664
92134,4,6164,68,13,4,6588
92135,3,4014,20,14,4,2551
92136,1,1997,79,11,5,3040
92137,4,6743,87,9,3,7593
92138,1,4521,91,11,3,7171
92139,7,8720,90,4,3,4682
92140,7,4250,43,6,2,2420
92141,9,9921,99,2,3,4891
92142,5,9241,3,3,4,9869
92143,8,7063,33,12,5,9281
92144,5,1533,17,10,5,8710
92145,2,6601,23,8,5,6117
92146,9,1374,80,10,3,564
92147,3,9617,26,3,4,7239
92148,2,2763,47,4,5,7153
92149,3,4207,15,12,5,4015
92150,10,10819,10,9,3,4562
92151,3,5521,27,15,2,2692
92152,9,7863,97,9,2,6419
92153,8,9430,14,14,4,6224
92154,8,6949,42,4,4,2630
92155,9,8473,74,7,3,8438
92156,7,10119,7,7,4,5081
92157,3,1075,97,2,4,6651
92158,1,3586,25,15,3,5117
92159,4,3233,68,1,2,6271
92160,8,2980,72,14,5,1086
92161,9,3084,80,4,5,2926
92162,9,8926,71,12,5,6095
92163,4,7855,9,3,3,2235
92164,8,4936,59,12,5,2779
92165,10,3947,2,4,3,9062
92166,10,2810,72,12,4,8516
92167,3,1981,44,10,2,979
92168,10,4574,44,1,4,4743
92169,2,7545,88,1,3,81
92170,4,8475,81,14,3,4863
92171,1,8599,68,12,3,9385
92172,3,5750,93,7,5,7439
92173,3,6803,17,3,3,7573
92174,1,6906,53,1,2,5968
92175,2,10907,23,7,5,1352
92176,7,10990,24,13,5,4873
92177,6,1129,18,6,3,6210
92178,10,1886,55,7,4,7231
92179,7,7288,13,6,4,4093
92180,5,10987,43,7,2,4941
92181,8,5930,21,2,2,2286
92182,10,4372,22,9,3,9716
92183,10,6559,100,4,3,6155
92184,7,6654,54,3,4,3052
92185,9,3994,68,5,3,2307
92186,3,8664,82,12,4,2901
92187,8,5750,32,11,4,1982
92188,1,2112,75,4,5,6262
92189,1,7469,58,8,2,5382
92190,4,3258,20,7,4,9257
92191,9,6752,94,8,2,4254
95839,5,3443,48,14,2,7425
95840,7,9747,59,6,4,3766
95841,8,3308,42,14,2,3289
95842,10,7389,76,7,4,838
95843,2,1384,70,12,4,6029
95844,4,7315,34,9,4,3715
95845,5,6672,37,3,4,3728
95846,10,8146,48,4,4,5340
95847,9,8502,30,9,5,9699
95848,5,4251,22,11,4,4405
95849,6,4308,74,12,4,486
95850,2,8377,31,15,4,7446
95851,10,1289,54,2,4,6897
95852,10,6536,21,5,4,8334
95853,8,6085,12,9,3,662
95854,4,10410,85,2,3,5227
95855,2,4429,68,5,4,3109
95856,3,1308,68,2,5,1546
95857,9,7794,93,1,3,9668
95858,4,2413,34,6,5,5629
95859,3,4483,4,2,3,7796
95860,2,1623,25,13,4,2002
95861,1,9243,95,14,4,2924
95862,6,4062,82,6,5,2948
95863,9,8381,90,10,5,4098
95864,7,2670,17,9,4,1105
95865,1,1059,11,4,5,7754
95866,4,9018,47,12,2,1029
95867,10,2333,33,10,3,5202
95868,4,3560,41,14,2,9519
95869,10,2078,60,12,5,6486
95870,10,4400,55,13,2,8725
95871,2,10315,36,2,3,6717
95872,8,7324,27,5,4,5915
95873,10,9012,48,3,4,2041
95874,4,2002,85,14,4,2252
95875,3,4765,62,8,2,155
95876,8,9125,85,2,3,6989
95877,6,3005,88,12,3,2619
95878,1,6322,4,2,5,4450
95879,1,6717,45,2,2,4990
95880,3,5902,87,10,2,8267
95881,1,4980,99,8,3,470
95882,2,8790,65,3,4,911
95883,7,8983,9,12,5,1932
95884,8,4967,72,11,4,235
95885,9,1862,98,3,4,3896
95886,4,9237,32,11,3,7236
95887,4,10104,81,15,5,9942
95888,8,10927,92,7,3,243
95889,8,9872,47,2,3,4968
95890,1,1080,66,2,4,3660
95891,6,6401,96,11,3,9298
95892,9,9497,22,1,4,2596
95893,7,1220,1,8,5,5120
95894,9,6202,78,13,2,966
95895,2,5074,28,3,3,8440
95896,8,9160,73,12,5,2969
95897,7,10917,89,2,2,5113
95898,1,5369,3,12,4,7139
95899,3,2928,100,4,2,3412
95900,4,9475,98,13,5,2286
95901,3,6727,33,6,3,324
95902,10,7683,10,14,4,4159
95903,9,4209,28,4,5,2925
95904,4,2370,51,14,2,2498
95905,3,7361,59,7,5,840
95906,9,1098,83,8,3,8694
95907,6,6923,61,10,4,736
95908,8,6847,35,15,3,5222
95909,7,6347,54,9,2,1573
95910,9,2017,48,5,3,5822
95911,2,4281,17,8,4,4247
95912,2,1799,43,10,2,8490
95913,4,7777,26,3,3,5313
95914,3,8286,59,13,2,6695
95915,2,4358,24,2,3,1910
95916,7,10071,34,2,5,9000
95917,10,6190,38,5,4,8310
95918,10,2359,51,11,3,8392
95919,1,5329,27,14,3,2666
95920,4,1872,99,7,4,9430
95921,1,10098,60,13,4,5910
95922,10,10949,82,5,4,4109
95923,9,9224,87,13,2,2508
95924,8,7428,73,13,5,1105
95925,1,2046,14,10,2,7977
95926,3,4437,91,3,4,5429
95927,7,5934,9,1,5,4798
95928,9,8247,81,7,5,2877
95929,4,8019,69,7,3,1605
95930,4,8002,51,6,5,3597
95931,8,10533,98,11,2,3541
95932,8,5567,73,3,5,7753
95933,2,7624,8,11,4,3219
95934,3,8060,54,10,5,9334
95935,9,9653,75,15,5,4996
95936,8,8645,77,10,3,4827
95937,3,7761,77,4,4,4354
95938,8,2453,78,13,2,1762
95939,6,1188,96,5,4,3625
95940,8,10707,48,10,2,8837
95941,2,6121,37,1,3,9348
95942,3,6512,50,9,4,5318
95943,6,7084,68,10,4,1799
95944,2,3252,14,8,5,67
95945,2,8793,82,3,2,5163
95946,8,4305,50,3,5,1093
95947,7,10136,18,3,2,5709
95948,4,2152,90,2,4,3057
95949,2,9695,84,3,4,756
95950,3,3168,32,3,4,6692
95951,8,1272,83,2,2,2466
95952,1,4142,40,10,4,7829
95953,7,8665,18,9,5,5927
95954,9,9798,7,7,2,9036
95955,4,9370,74,2,5,8984
95956,6,10216,71,9,3,3603
95957,1,7048,76,9,2,6492
95958,5,8495,60,2,4,9548
95959,6,6159,25,3,4,5391
95960,9,10443,23,15,4,217
95961,7,6798,82,10,4,9982
95962,1,3159,29,5,5,7785
95963,6,3596,8,11,4,5920
95964,10,8957,14,7,3,8339
95965,8,9297,81,1,3,5657
95966,2,8701,87,15,4,6897
95967,2,8807,9,7,5,3179
95968,10,6885,41,4,3,6351
95969,5,7206,27,13,5,143
95970,1,10980,98,4,2,9166
95971,1,7734,35,15,5,8495
95972,1,9519,87,1,4,1319
95973,2,9559,2,15,4,5611
95974,5,3725,7,3,2,1608
95975,2,10308,26,11,3,2219
95976,7,2503,31,3,4,2604
95977,8,10334,41,9,2,114
95978,7,9919,10,1,4,1667
95979,6,4717,96,13,5,9120
95980,7,1738,77,7,3,7780
95981,8,4856,11,8,2,7609
95982,5,2944,93,11,4,657
95983,6,2541,88,4,5,3414
95984,5,3416,36,15,4,7955
95985,4,7828,57,11,2,1888
95986,2,2122,97,7,2,6379
95987,6,5845,33,12,4,3194
95988,1,9845,95,11,5,6081
95989,5,3810,51,11,2,1092
95990,3,5656,74,1,3,6025
95991,10,2215,2,8,2,9557
95992,2,9252,83,13,4,8735
95993,7,7653,25,7,2,7997
95994,9,5718,18,10,3,678
95995,7,5446,69,8,2,1663
95996,4,6235,90,7,3,7852
95997,7,5970,90,8,5,4076
95998,5,8997,8,8,4,8184
95999,3,4583,23,10,3,7005
96000,8,3523,60,12,3,1588
96001,10,9663,76,8,2,5144
96002,3,4741,94,9,3,1450
96003,7,5635,30,3,4,2399
96004,6,6485,73,9,4,9608
96005,3,8197,100,12,4,1128
96006,3,3242,74,1,3,7804
96007,3,1043,48,14,2,9967
96008,6,3694,59,14,5,3853
96009,6,9919,28,7,4,451
96010,3,10216,46,8,4,7500
96011,4,9251,21,10,2,7974
96012,9,4925,50,4,4,8408
96013,3,3881,20,15,3,1949
96014,10,7080,62,12,4,1840
96015,1,9536,24,12,4,89
96016,7,7936,79,13,5,1022
96017,3,6755,47,4,3,9222
96018,2,8721,19,7,4,1057
96019,9,8699,3,13,5,7859
96020,4,7676,11,9,5,3480
96021,6,6700,88,3,2,5954
96022,10,9232,73,10,5,992
96023,2,3669,38,2,3,2021
96024,2,10434,3,1,5,228
96025,1,8584,18,6,2,2588
96026,5,7393,17,7,3,6717
96027,7,3169,87,14,5,6003
96028,7,3451,77,9,2,6138
96029,4,4763,54,4,3,7181
96030,7,10708,18,14,2,3851
96031,5,5621,93,11,5,1546
96032,1,8557,58,10,5,8070
96033,6,6380,38,5,4,2026
96034,5,8106,10,9,3,8561
96035,7,3930,48,7,3,18
96036,5,5076,77,5,4,7035
96037,10,9747,36,13,5,4729
96038,10,6006,97,15,3,6640
96039,7,2872,78,5,3,8380
96040,10,8539,22,8,5,944
96041,9,7372,62,3,5,8383
96042,7,7837,11,15,2,6122
96043,5,1035,46,12,2,9544
96044,7,10577,62,1,4,3832
96045,7,8306,2,3,2,8999
96046,6,2086,4,2,2,8272
96047,10,7938,96,5,5,378
96048,7,1014,4,15,5,7519
96049,5,4582,97,5,3,575
96050,7,7195,6,13,3,4922
96051,2,10139,37,12,2,1771
96052,10,1195,80,10,4,8079
96053,8,3382,55,14,4,4536
96054,5,6071,77,13,3,3075
96055,3,3113,13,8,4,7862
96056,7,1238,28,1,5,7050
96057,10,9623,4,1,2,1764
96058,1,5831,84,15,2,2554
96059,5,9166,91,1,4,7257
96060,10,5932,70,13,5,1000
96061,6,7228,7,9,3,6857
96062,5,9610,29,14,4,3290
96064,1,2581,27,10,4,2901
96065,6,8989,65,7,2,137
96066,10,4049,76,10,3,4196
96067,6,5499,30,11,5,8014
96068,7,3004,16,13,5,5580
96069,2,9121,14,3,2,2712
96070,10,5520,72,11,3,2899
96071,7,9491,99,14,5,3271
96072,3,7357,51,3,3,6788
96073,10,8357,5,7,5,5410
96074,6,10236,16,12,3,3467
96075,10,9574,51,13,2,1721
96076,5,9382,97,8,5,809
96077,3,10452,18,12,3,9859
96078,7,9996,59,12,4,923
96079,4,6401,95,12,5,9147
96080,3,3384,28,7,3,9745
99740,4,3305,20,11,4,9112
99741,8,6704,54,12,2,825
99742,5,10393,93,3,5,7614
99743,6,5778,46,1,4,8739
99744,9,4835,86,4,2,99
99745,4,3326,66,6,3,9042
99746,7,8693,65,3,2,828
99747,2,4698,25,2,4,6364
99748,1,2751,64,5,2,8321
99749,5,2192,99,8,3,2257
99750,3,1941,54,8,2,7407
99751,10,5978,24,12,5,5590
99752,3,4618,10,3,4,4202
99753,9,3378,37,4,3,3468
99754,5,3134,84,11,3,1241
99755,10,5597,48,5,2,9015
99756,3,2993,73,3,2,1469
99757,1,9263,84,15,5,4732
99758,4,4984,71,2,4,1097
99759,1,7537,19,9,5,9492
99760,2,4693,48,14,4,500
99761,3,7255,64,10,5,8299
99762,5,2347,17,15,2,565
99763,4,9270,84,4,5,1216
99764,8,7720,4,4,2,2323
99765,8,8843,40,9,4,6357
99766,2,4628,50,1,5,7352
99767,10,1998,50,14,4,9333
99768,2,8989,97,1,5,2019
99769,5,8924,58,6,2,6332
99770,4,6974,21,9,5,8764
99771,8,6347,79,6,2,2171
99772,10,10189,58,13,4,5036
99773,7,5648,87,6,4,5778
99774,3,6249,60,14,5,1291
99775,5,5349,60,14,5,9952
99777,9,6782,10,13,4,9052
99778,2,2247,87,10,3,5174
99779,9,10945,47,3,3,5783
99780,2,2938,44,5,5,9564
99781,3,1677,17,12,5,4314
99782,4,1498,46,7,2,1323
99783,2,9195,2,8,5,3655
99784,3,9518,67,10,5,7613
99785,3,9657,29,9,5,7370
99786,5,2424,58,4,3,9875
99787,10,5982,65,12,2,3457
99788,9,8041,85,15,4,1517
99789,5,4191,64,12,4,5441
99790,4,2200,55,4,4,5679
99791,9,1607,35,6,2,306
99792,2,1594,96,2,2,5345
99793,4,4205,1,6,4,9637
99794,5,2371,34,7,5,6879
99795,4,3431,62,10,3,988
99796,8,8099,4,12,4,1910
99797,1,2612,89,11,5,2321
99798,1,1220,26,12,2,9326
99799,6,3822,46,10,3,997
99800,6,10313,42,4,2,2586
99801,7,4758,86,12,4,6208
99802,3,9049,14,15,5,6866
99803,8,3473,72,5,5,2102
99804,4,6625,74,12,2,1352
99805,6,7336,75,2,2,8193
99806,5,6609,44,7,5,3936
99807,9,4230,2,1,3,1790
99808,3,8741,63,1,5,1877
99809,6,2225,4,12,5,6686
99810,2,10092,49,12,5,3449
99811,5,7107,33,3,2,7949
99812,4,10782,2,1,2,6061
99813,2,7786,41,2,3,7471
99814,3,3423,63,5,5,4503
99815,6,1155,48,13,4,3389
99816,2,4296,20,9,2,6138
99817,9,5741,34,15,2,1534
99818,9,5677,28,4,5,929
99819,1,3393,22,7,2,2297
99820,2,6130,7,12,2,7795
99821,9,8167,95,1,3,7834
99822,6,6783,47,6,2,8781
99823,8,1468,94,13,3,9739
99824,9,6907,15,15,5,8169
99825,6,10871,3,3,3,6436
99826,2,8238,38,8,2,8800
99828,5,2647,72,9,5,9065
99829,9,2653,60,9,3,8317
99830,6,6164,23,13,5,8041
99831,10,8229,49,7,3,7511
99832,10,4441,93,9,5,7309
99833,8,7211,40,10,2,3034
99834,1,4400,59,1,4,5014
99835,3,2954,37,9,4,9690
99836,7,1607,65,13,3,5494
99837,9,8664,8,13,3,6026
99838,8,8864,56,3,2,2439
99839,5,6229,31,5,5,5494
99840,5,1129,49,4,5,4304
99841,10,3721,59,12,2,7291
99842,1,9157,44,13,5,3952
99843,6,8863,58,9,3,7779
99844,2,1819,99,13,3,7394
99845,6,3415,38,4,5,2509
99846,7,9074,52,5,3,9842
99847,4,1521,69,4,3,6112
99848,5,4855,30,13,5,6634
99849,6,9261,77,14,5,5155
99850,8,9309,72,2,3,358
99851,4,8598,70,9,4,6391
99852,2,2876,55,9,3,8563
99853,1,7047,70,14,3,1188
99854,7,7870,7,15,5,498
99855,8,4430,45,11,5,1572
99856,6,9210,29,9,4,7225
99857,10,5684,4,14,4,6496
99858,3,10844,20,14,2,4438
99859,5,8310,89,13,2,2965
99860,6,1268,74,1,3,4074
99861,3,9350,44,6,5,3867
99862,2,3028,69,14,2,1467
99863,4,10578,56,2,2,3342
99864,2,5998,19,7,4,9071
99865,5,3597,84,1,3,7271
99866,2,8146,44,5,2,5359
99867,4,7492,73,1,2,2612
99868,3,3293,79,14,3,10
99869,9,1440,66,14,5,1742
99870,4,3382,69,3,5,2942
99871,2,4738,64,11,4,957
99872,7,4155,78,13,3,6259
99873,7,10069,92,7,5,9075
99874,10,8720,92,10,2,1807
99875,7,10213,59,13,3,2651
99876,8,7041,2,5,3,9395
99877,5,4180,9,5,2,2879
99878,5,4549,74,1,3,7416
99879,10,9301,22,14,2,2248
99880,7,7995,64,12,4,9015
99881,4,10377,93,15,4,4117
99882,2,10569,72,10,3,3946
99883,7,4094,42,12,2,497
99884,9,4615,26,13,4,2720
99885,7,5327,36,5,5,9166
99886,4,3619,28,7,2,5754
99887,10,8702,88,9,2,2826
99888,5,2711,73,14,3,9766
99889,3,4502,14,1,3,380
99890,10,7581,22,15,3,9927
99891,8,9381,58,15,2,9698
99893,7,1983,86,6,3,3457
99894,6,2290,51,10,3,7122
99895,8,4933,87,10,4,5118
99896,9,1720,100,11,5,8667
99897,1,8891,77,5,4,1543
99898,10,3807,82,3,3,471
99899,3,4336,1,11,3,5660
99900,9,7077,60,2,2,4474
99901,2,9328,3,10,3,634
99902,4,8803,14,5,4,7604
99903,4,4030,37,12,3,4980
99904,1,6442,69,4,4,8983
99905,4,10613,91,1,2,4060
99906,9,5551,89,14,2,4380
99907,6,4645,76,1,3,2002
99908,3,5920,84,5,3,1672
99909,2,5794,38,3,3,8362
99910,7,7287,17,4,3,9002
99911,4,1999,42,8,5,8079
99912,7,9748,96,12,5,5825
99913,3,9777,79,8,5,3095
99914,3,4927,96,15,2,5169
99915,8,9351,34,7,3,1931
99916,7,4628,88,6,3,9772
99917,3,3008,63,8,4,7287
99918,7,5616,90,2,5,4443
99919,1,7437,30,5,5,6437
99920,2,6080,40,12,3,4069
99921,5,9981,41,6,5,2577
99922,2,7393,56,7,5,7151
99923,1,4734,34,15,4,2119
99924,6,3627,38,4,5,2475
99925,9,8856,73,12,3,4078
99926,5,7055,90,6,2,4656
99927,10,8542,21,2,4,3854
99928,10,6952,48,7,4,355
99929,8,10133,12,6,5,8204
99930,8,3319,65,14,2,6661
99931,7,9631,28,8,4,4877
99932,8,10910,79,14,4,4096
99933,2,10169,68,8,3,7358
99934,3,4599,68,12,5,772
99935,8,6055,93,8,3,7255
99936,6,5701,44,9,2,4175
99937,4,6425,71,10,2,6295
99938,5,1585,85,6,5,2321
99939,9,4383,32,5,5,9454
99940,9,4120,85,7,2,6060
99941,1,5055,28,7,5,3822
99942,6,9944,60,11,3,6702
99943,4,7311,98,5,4,7123
99944,3,7330,51,4,5,2676
99945,10,8533,99,3,2,8588
99946,7,6961,29,9,3,2919
99947,9,1443,25,14,4,6444
99948,1,2161,76,10,5,3409
99949,8,10664,43,14,5,1751
99950,1,8644,57,6,3,1981
99951,9,6521,52,5,2,9015
99952,2,9366,13,1,4,8146
99953,7,10103,6,14,2,6198
99954,2,9449,80,6,5,7072
99955,6,4593,10,8,5,3751
99956,7,6931,76,13,4,6879
99957,3,2802,46,9,2,1032
99958,9,8732,38,15,3,1516
99959,7,2765,7,10,2,8623
99960,7,4941,2,6,4,5673
99961,1,2684,4,1,5,9938
99962,4,6202,76,7,4,858
99963,1,1792,43,2,5,5726
99964,9,8968,16,6,5,7671
99965,4,7449,28,13,3,802
99966,7,9010,27,9,3,9689
99967,1,5455,33,7,3,1512
99968,1,1102,4,9,3,9238
99969,4,4289,77,1,3,5690
99970,4,2646,99,12,3,7852
99971,8,5139,48,11,5,2132
99972,10,5641,36,8,3,2295
99973,4,5405,92,2,4,3645
99974,9,1656,44,10,2,5597
99975,2,10453,2,1,2,6598
99976,6,6597,36,8,5,8619
99977,1,4405,56,1,3,239
99978,8,8622,63,9,5,8579
99979,2,1169,92,15,5,9255
99980,3,2368,59,8,4,9092
99981,7,4617,98,14,5,6104
99982,9,3262,100,12,5,7078
99983,5,1268,82,7,4,7969
92192,4,2072,95,12,5,5374
92193,9,9978,3,12,2,5079
92194,8,2331,17,3,2,864
92195,1,6775,77,5,3,198
92196,8,8464,96,15,5,6053
92197,8,7146,19,8,3,9206
92198,2,8526,64,1,2,6839
92199,6,2579,26,1,2,487
92200,5,6004,71,7,2,1746
92201,5,4951,70,4,5,2589
92202,5,10264,30,12,5,8826
92203,6,7601,30,5,5,4679
92204,3,3427,3,14,4,5885
92205,6,9709,68,4,3,784
92206,1,7329,72,11,2,1062
92207,8,1965,3,5,3,6168
92208,3,1037,27,4,4,1628
92209,9,5741,29,14,4,7068
92210,3,2529,11,15,4,5174
92211,7,10825,76,12,2,956
92212,5,10259,10,5,2,9428
92213,4,7221,77,13,2,359
92214,6,8308,22,13,5,3928
92215,6,8788,68,4,2,6645
92216,2,10331,72,13,2,9347
92217,7,4922,71,13,2,5217
92218,9,4903,30,4,5,8140
92219,7,5188,58,5,4,4281
92220,3,8106,85,13,5,9197
92221,6,3664,44,4,2,6077
92222,5,2297,79,2,3,4615
92223,1,6542,13,14,3,6058
92224,8,7529,44,15,3,7300
92225,9,7340,48,13,2,8980
92226,8,2588,91,1,4,743
92227,1,3113,55,13,3,7320
92228,3,4945,88,9,4,2346
92229,7,3305,14,9,2,5338
92230,6,4242,64,8,5,7261
92231,9,5231,89,5,4,9864
92232,9,8607,21,7,5,8415
92233,4,9137,7,13,2,8474
92234,1,2577,33,4,3,9610
92235,3,9388,40,2,4,8800
92236,8,6737,46,10,2,9679
92237,5,4704,53,12,3,5732
92238,6,4352,40,8,5,8280
92239,5,9342,48,13,2,5566
92240,8,6776,31,12,2,2703
92241,8,5221,11,11,5,7038
92242,1,10040,32,15,5,8125
92243,8,4996,78,7,4,1660
92244,1,3365,47,7,3,3984
92245,6,3249,58,1,2,1561
92246,7,4020,11,10,5,9252
92247,5,9407,64,15,4,9829
92248,9,1724,82,5,4,8500
92249,2,4934,48,14,3,2531
92250,4,10529,11,11,5,1150
92251,4,7829,15,15,2,7471
92252,8,1637,10,5,4,8476
92253,5,7018,56,14,3,6556
92254,7,10000,99,14,2,6464
92255,7,7657,79,5,5,4800
92256,3,5574,20,6,4,5079
92257,6,6386,6,4,5,4615
92258,4,4256,98,11,5,5273
92259,3,1653,10,9,2,1223
92260,10,7515,63,4,3,4855
92261,3,5017,14,11,4,86
92262,7,1237,78,7,2,4356
92263,7,6561,27,7,4,4681
92264,10,9231,22,4,5,1164
92265,1,7639,44,15,3,3908
92266,7,2277,4,2,3,3593
92267,8,4874,13,8,3,345
92268,4,7089,5,9,5,444
92269,5,5338,84,9,5,2420
92270,6,6501,13,13,3,4825
92271,9,9997,47,7,5,6194
92272,2,10736,59,10,5,7368
92273,1,9361,46,15,2,8827
92274,5,3745,57,7,3,9822
92275,6,5113,13,4,3,6528
92276,7,2976,59,4,2,5294
92277,10,1564,21,10,4,2476
92278,5,7282,12,13,3,2006
92279,8,5793,44,1,3,5821
92280,5,3971,46,12,3,8377
92281,5,10159,59,13,4,4216
92282,7,1303,52,13,5,4174
92283,5,7576,12,12,5,3447
92284,7,6561,10,5,2,7298
92285,7,4748,89,15,3,5403
92286,7,5917,92,7,5,1019
92287,6,1075,1,12,3,2436
92288,2,10881,3,13,4,4206
92289,3,10077,62,14,4,5148
92290,8,5447,29,4,5,9656
92291,4,1259,72,3,4,6534
92292,2,5518,72,9,3,1268
92293,5,2072,96,8,2,1054
92294,2,10519,11,15,3,6880
92295,10,3946,85,6,5,6927
92296,4,3876,25,13,5,4568
92297,4,1529,92,10,2,3938
92298,9,10563,48,4,5,563
92299,7,5642,86,15,5,6129
92300,8,9665,66,12,3,1344
92301,5,7821,80,10,5,490
92302,8,2274,42,5,2,9229
92304,4,2582,29,14,3,5343
92305,7,9569,87,14,5,9875
92306,8,9741,83,7,5,7260
92307,6,5480,38,1,5,2974
92308,2,3844,74,12,2,6071
92309,6,5816,90,4,3,7028
92310,5,8496,35,5,4,9297
92311,10,6264,36,1,4,608
92312,2,6943,45,9,3,451
92313,5,3651,99,2,3,8336
92314,9,7479,82,15,4,3527
92315,5,4540,73,11,2,7706
92316,6,4334,76,9,5,7369
92317,2,4423,32,12,3,5611
92318,5,10593,38,14,4,4989
92319,5,4203,98,2,2,766
92320,9,9849,56,11,5,2059
92321,2,9771,8,10,2,1690
92322,3,1921,78,12,2,6075
92323,9,10540,1,9,5,6721
92324,10,4859,72,6,4,6687
92325,2,4280,23,5,2,9360
92326,10,8520,30,1,2,853
92327,9,3752,14,6,4,5585
92328,3,7007,99,11,4,2103
92329,7,1688,37,4,4,3155
